"","id","schid","tchid","tchexper","absent","readscore","mathscore","totalscore","boy","white_asian","black","tchwhite","tchmasters","freelunch","schurban","schrural","small","regular","aide"
"3335",15952,225585,22558502,15,1,497,484,981,1,1,0,1,0,0,0,1,1,0,0
"3336",15953,225585,22558501,13,16,407,449,856,1,1,0,1,1,0,0,1,0,1,0
"3337",15954,228606,22860602,13,17,405,392,797,1,1,0,1,0,1,0,1,0,1,0
"3338",15955,228606,22860603,12,5,414,468,882,1,1,0,1,0,1,0,1,1,0,0
"3339",15956,231616,23161601,12,10,442,468,910,1,1,0,1,0,1,0,1,0,0,1
"3340",15957,261927,26192701,11,2,450,520,970,0,1,0,1,1,0,0,1,0,0,1
"3341",15960,261927,26192703,3,10,430,500,930,0,1,0,1,0,1,0,1,1,0,0
"3342",15962,261927,26192702,13,16,430,468,898,1,1,0,1,1,0,0,1,0,1,0
"3343",15963,234628,23462803,9,11,445,478,923,0,1,0,1,1,1,0,1,0,0,1
"3344",15964,168211,16821104,8,2,436,439,875,1,1,0,1,0,1,0,1,1,0,0
"3345",15965,168211,16821104,8,3,425,473,898,0,1,0,1,0,0,0,1,1,0,0
"3346",15966,244799,24479904,6,1,402,454,856,0,0,1,1,0,0,0,0,0,1,0
"3347",15967,244727,24472703,12,1,428,463,891,1,0,1,0,0,0,0,0,0,0,1
"3348",15969,193422,19342202,8,14,411,513,924,1,1,0,1,0,1,0,1,1,0,0
"3349",15970,166203,16620301,11,11,442,520,962,0,1,0,1,0,0,1,0,1,0,0
"3350",15971,218562,21856203,11,8,456,468,924,0,1,0,1,0,0,1,0,1,0,0
"3351",15972,218562,21856203,11,4,398,449,847,0,1,0,1,0,1,1,0,1,0,0
"3352",15973,218562,21856203,11,3,431,463,894,1,1,0,1,0,0,1,0,1,0,0
"3353",15974,218562,21856203,11,7,393,418,811,1,1,0,1,0,1,1,0,1,0,0
"3354",15975,244764,24476402,13,3,402,459,861,1,0,1,0,1,1,1,0,1,0,0
"3355",15976,169219,16921902,12,13,447,547,994,0,1,0,1,1,1,0,0,0,1,0
"3356",15977,244818,24481804,9,7,453,500,953,0,1,0,0,0,0,1,0,0,1,0
"3357",15978,244723,24472301,17,10,407,392,799,0,0,1,1,1,1,1,0,0,0,1
"3358",15980,244796,24479603,21,9,418,454,872,0,0,1,0,0,1,1,0,1,0,0
"3359",15981,244745,24474504,15,12,447,494,941,0,1,0,0,1,0,0,0,0,0,1
"3360",15983,244776,24477604,9,7,447,520,967,0,0,1,0,0,1,1,0,0,1,0
"3361",15984,244708,24470805,2,13,407,439,846,1,0,1,1,0,1,1,0,0,0,1
"3362",15985,244776,24477605,2,7,413,449,862,1,0,1,1,0,1,1,0,1,0,0
"3363",15986,244764,24476402,13,10,413,468,881,0,0,1,0,1,1,1,0,1,0,0
"3364",15987,244728,24472802,6,2,419,478,897,0,0,1,0,0,1,1,0,0,0,1
"3365",15988,244723,24472301,17,12,408,423,831,0,0,1,1,1,1,1,0,0,0,1
"3366",15989,244697,24469704,22,14,419,444,863,0,0,1,1,1,1,1,0,0,0,1
"3367",15990,244727,24472702,4,8,388,399,787,1,0,1,1,0,1,0,0,0,1,0
"3368",15991,244839,24483905,11,4,422,468,890,0,0,1,0,0,0,0,0,1,0,0
"3369",15992,228606,22860601,8,12,425,478,903,0,1,0,1,1,0,0,1,0,0,1
"3370",15996,244806,24480602,20,1,465,489,954,0,0,1,0,0,1,1,0,0,0,1
"3371",15997,128079,12807901,8,3,418,463,881,0,1,0,1,0,1,0,1,0,1,0
"3372",15999,244697,24469703,5,10,421,434,855,0,0,1,1,1,1,1,0,0,0,1
"3373",16000,244708,24470804,3,5,388,392,780,1,0,1,0,0,1,1,0,0,1,0
"3374",16001,244801,24480104,20,4,418,473,891,1,0,1,1,1,0,0,0,1,0,0
"3375",16002,244728,24472802,6,0,418,463,881,0,0,1,0,0,1,1,0,0,0,1
"3376",16003,244776,24477604,9,13,451,528,979,0,0,1,0,0,0,1,0,0,1,0
"3377",16004,244776,24477604,9,6,434,494,928,0,0,1,0,0,1,1,0,0,1,0
"3378",16007,244697,24469703,5,7,398,459,857,1,0,1,1,1,1,1,0,0,0,1
"3379",16008,244818,24481801,10,14,433,473,906,1,1,0,0,0,0,1,0,0,1,0
"3380",16009,244708,24470803,2,1,437,468,905,1,0,1,1,0,1,1,0,0,1,0
"3381",16011,244697,24469702,1,28,410,459,869,0,0,1,1,0,1,1,0,1,0,0
"3382",16012,244755,24475506,16,25,418,423,841,0,0,1,0,0,1,1,0,0,0,1
"3383",16014,244839,24483904,0,2,463,559,1022,0,0,1,1,0,1,0,0,1,0,0
"3384",16016,244697,24469704,22,8,421,478,899,1,0,1,1,1,1,1,0,0,0,1
"3385",16017,244831,24483101,12,1,413,429,842,0,0,1,0,0,1,0,0,1,0,0
"3386",16020,244723,24472305,8,8,413,449,862,1,0,1,1,1,1,1,0,0,1,0
"3387",16021,244755,24475506,16,20,434,434,868,1,0,1,0,0,1,1,0,0,0,1
"3388",16025,252885,25288502,10,5,422,449,871,0,1,0,1,1,0,0,1,0,1,0
"3389",16026,252885,25288503,5,12,507,506,1013,0,1,0,1,0,0,0,1,0,1,0
"3390",16028,259915,25991502,15,NA,436,494,930,0,1,0,1,0,0,0,1,0,0,1
"3391",16030,259915,25991503,5,8,439,473,912,1,1,0,1,1,0,0,1,0,1,0
"3392",16031,252885,25288504,9,1,418,506,924,0,1,0,1,0,0,0,1,0,0,1
"3393",16032,252885,25288504,9,15,448,506,954,1,1,0,1,0,0,0,1,0,0,1
"3394",16033,165199,16519901,12,9,490,626,1116,1,1,0,1,1,0,1,0,1,0,0
"3395",16036,257905,25790507,11,6,461,500,961,1,1,0,1,0,0,1,0,0,0,1
"3396",16037,257899,25789905,12,8,402,463,865,0,1,0,1,1,1,0,1,0,0,1
"3397",16038,257905,25790504,5,14,480,520,1000,1,1,0,1,0,0,1,0,0,1,0
"3398",16039,257899,25789902,13,7,463,536,999,0,1,0,1,1,1,0,1,1,0,0
"3399",16040,257899,25789902,13,3,405,459,864,1,1,0,1,1,0,0,1,1,0,0
"3400",16041,257905,25790501,7,1,448,506,954,0,1,0,1,1,1,1,0,1,0,0
"3401",16042,257899,25789905,12,19,458,468,926,1,1,0,1,1,0,0,1,0,0,1
"3402",16044,257905,25790507,11,13,447,463,910,1,1,0,1,0,0,1,0,0,0,1
"3403",16046,257905,25790505,14,20,470,500,970,0,1,0,1,0,0,1,0,0,0,1
"3404",16047,257905,25790501,7,14,421,484,905,1,1,0,1,1,1,1,0,1,0,0
"3405",16048,257905,25790506,8,6,442,463,905,1,1,0,1,0,0,1,0,0,1,0
"3406",16049,257899,25789903,8,17,433,473,906,1,1,0,1,0,0,0,1,1,0,0
"3407",16050,257905,25790507,11,15,472,463,935,0,1,0,1,0,1,1,0,0,0,1
"3408",16051,253888,25388801,13,16,425,444,869,1,1,0,1,0,0,0,1,0,0,1
"3409",16053,257905,25790501,7,11,430,444,874,1,1,0,1,1,1,1,0,1,0,0
"3410",16054,257905,25790504,5,19,427,454,881,1,1,0,1,0,0,1,0,0,1,0
"3411",16056,259915,25991502,15,9,433,528,961,1,1,0,1,0,1,0,1,0,0,1
"3412",16057,193422,19342201,9,38,437,478,915,0,1,0,1,0,1,0,1,0,0,1
"3413",16059,221574,22157401,1,29,410,444,854,1,1,0,1,0,0,0,1,1,0,0
"3414",16060,216536,21653604,22,13,424,484,908,1,1,0,1,0,1,0,1,1,0,0
"3415",16061,252885,25288504,9,2,433,520,953,1,1,0,1,0,0,0,1,0,0,1
"3416",16062,161183,16118305,8,5,445,513,958,0,1,0,1,0,0,0,1,0,1,0
"3417",16063,212522,21252202,13,15,425,484,909,1,1,0,1,0,0,1,0,0,0,1
"3418",16064,234628,23462805,8,13,476,478,954,1,1,0,1,0,0,0,1,0,1,0
"3419",16065,112038,11203801,12,0,391,418,809,0,0,1,1,1,1,1,0,1,0,0
"3420",16066,166203,16620303,5,24,414,423,837,0,0,1,1,0,1,1,0,0,0,1
"3421",16067,112038,11203802,6,1,390,434,824,1,0,1,1,1,1,1,0,0,1,0
"3422",16068,128076,12807603,7,11,428,513,941,1,1,0,1,0,0,0,0,0,0,1
"3423",16069,130085,13008503,8,14,395,463,858,1,1,0,1,1,0,0,0,0,0,1
"3424",16070,128068,12806801,12,4,451,536,987,0,1,0,1,1,0,0,1,1,0,0
"3425",16071,128068,12806803,11,11,434,449,883,1,1,0,1,0,1,0,1,0,0,1
"3426",16072,128076,12807603,7,3,416,454,870,0,1,0,1,0,0,0,0,0,0,1
"3427",16074,128076,12807601,0,8,450,489,939,1,1,0,1,0,0,0,0,1,0,0
"3428",16075,169229,16922907,12,7,437,520,957,0,1,0,1,1,0,0,0,0,0,1
"3429",16076,159171,15917101,10,0,448,513,961,0,1,0,1,0,1,0,1,0,0,1
"3430",16078,159171,15917105,16,9,492,576,1068,1,1,0,1,1,1,0,1,0,1,0
"3431",16079,161183,16118302,10,15,437,484,921,1,1,0,1,1,1,0,1,0,0,1
"3432",16080,161183,16118306,16,0,472,520,992,1,1,0,1,0,0,0,1,1,0,0
"3433",16081,161176,16117602,2,25,393,423,816,1,1,0,1,0,0,0,1,0,0,1
"3434",16082,161176,16117601,20,28,416,454,870,1,1,0,1,0,0,0,1,1,0,0
"3435",16084,162184,16218402,5,18,388,449,837,0,1,0,1,1,1,0,1,0,0,1
"3436",16085,112038,11203802,6,0,414,484,898,1,1,0,1,1,1,1,0,0,1,0
"3437",16087,164198,16419801,13,2,421,449,870,0,1,0,1,1,0,0,1,0,0,1
"3438",16089,164198,16419802,12,0,403,473,876,0,1,0,1,1,0,0,1,1,0,0
"3439",16090,165199,16519901,12,8,450,559,1009,1,1,0,1,1,0,1,0,1,0,0
"3440",16091,164198,16419801,13,11,430,478,908,0,1,0,1,1,0,0,1,0,0,1
"3441",16092,166203,16620302,13,0,400,429,829,1,1,0,1,1,1,1,0,0,1,0
"3442",16093,168211,16821105,14,17,410,444,854,0,1,0,1,0,1,0,1,0,0,1
"3443",16094,168214,16821403,16,10,421,459,880,0,1,0,1,0,0,0,1,0,1,0
"3444",16096,123056,12305602,6,9,422,484,906,0,1,0,1,1,0,0,1,1,0,0
"3445",16097,168211,16821104,8,24,393,429,822,0,1,0,1,0,0,0,1,1,0,0
"3446",16099,168211,16821105,14,64,403,459,862,0,1,0,1,0,1,0,1,0,0,1
"3447",16100,168214,16821401,6,7,487,547,1034,1,1,0,1,0,0,0,1,1,0,0
"3448",16102,168214,16821402,6,3,468,520,988,0,1,0,1,1,0,0,1,0,0,1
"3449",16104,168211,16821103,15,2,433,473,906,0,1,0,1,1,0,0,1,1,0,0
"3450",16105,123056,12305603,16,7,425,494,919,0,1,0,1,0,0,0,1,0,1,0
"3451",16106,234628,23462801,9,28,430,473,903,1,1,0,1,0,1,0,1,1,0,0
"3452",16107,168211,16821104,8,3,397,423,820,0,1,0,1,0,0,0,1,1,0,0
"3453",16108,168211,16821102,27,19,436,500,936,1,1,0,1,0,0,0,1,0,0,1
"3454",16109,168211,16821101,10,16,414,489,903,0,1,0,1,0,0,0,1,0,1,0
"3455",16110,169219,16921903,18,15,418,478,896,0,1,0,1,0,0,0,0,0,0,1
"3456",16111,252885,25288501,14,4,460,513,973,0,1,0,1,1,0,0,1,1,0,0
"3457",16113,264945,26494504,5,2,445,513,958,0,1,0,1,0,0,0,0,1,0,0
"3458",16114,201449,20144904,7,6,461,536,997,0,1,0,1,1,0,0,1,0,0,1
"3459",16118,112038,11203802,6,10,410,454,864,0,1,0,1,1,0,1,0,0,1,0
"3460",16119,112038,11203803,17,13,410,454,864,0,1,0,1,0,0,1,0,0,0,1
"3461",16120,169229,16922904,5,10,442,473,915,0,1,0,0,0,0,0,0,0,0,1
"3462",16125,209510,20951001,8,23,430,463,893,0,1,0,0,1,0,0,1,0,1,0
"3463",16126,169280,16928003,7,1,421,418,839,1,0,1,1,0,0,0,0,0,0,1
"3464",16127,169231,16923101,9,0,418,513,931,0,0,1,1,0,1,1,0,0,0,1
"3465",16128,201449,20144903,6,5,419,418,837,0,1,0,1,1,1,0,1,0,1,0
"3466",16129,169229,16922903,13,10,495,528,1023,0,1,0,1,1,0,0,0,0,1,0
"3467",16130,169280,16928002,13,1,453,494,947,0,1,0,1,1,0,0,0,0,1,0
"3468",16131,225585,22558501,13,10,455,520,975,0,1,0,1,1,0,0,1,0,1,0
"3469",16132,264945,26494504,5,2,532,547,1079,0,1,0,1,0,0,0,0,1,0,0
"3470",16136,191411,19141101,8,0,424,459,883,1,1,0,1,1,1,0,1,1,0,0
"3471",16137,169231,16923101,9,24,411,478,889,0,0,1,1,0,1,1,0,0,0,1
"3472",16139,169280,16928002,13,3,474,494,968,1,1,0,1,1,0,0,0,0,1,0
"3473",16142,264945,26494502,3,16,428,423,851,0,1,0,1,0,0,0,0,0,0,1
"3474",16143,169280,16928003,7,15,427,459,886,1,1,0,1,0,1,0,0,0,0,1
"3475",16145,201449,20144901,4,17,470,520,990,0,1,0,1,1,0,0,1,1,0,0
"3476",16146,169229,16922907,12,4,480,520,1000,1,1,0,1,1,0,0,0,0,0,1
"3477",16147,169229,16922904,5,23,410,418,828,0,0,1,0,0,0,0,0,0,0,1
"3478",16148,169231,16923101,9,NA,424,449,873,0,0,1,1,0,0,1,0,0,0,1
"3479",16149,262937,26293703,18,13,451,489,940,1,1,0,1,1,0,0,0,1,0,0
"3480",16150,252885,25288503,5,1,439,513,952,1,1,0,1,0,0,0,1,0,1,0
"3481",16152,169229,16922903,13,14,436,459,895,0,1,0,1,1,0,0,0,0,1,0
"3482",16153,169229,16922901,15,5,518,626,1144,1,1,0,1,1,0,0,0,1,0,0
"3483",16154,262937,26293702,15,16,451,536,987,0,1,0,1,1,0,0,0,0,1,0
"3484",16156,264945,26494501,17,1,450,536,986,1,1,0,1,0,0,0,0,0,0,1
"3485",16157,169219,16921903,18,10,418,494,912,0,1,0,1,0,0,0,0,0,0,1
"3486",16158,169231,16923102,9,8,410,405,815,1,1,0,1,0,1,1,0,1,0,0
"3487",16159,170295,17029501,19,14,483,520,1003,0,1,0,1,0,0,0,1,0,1,0
"3488",16161,180344,18034403,11,11,416,459,875,1,1,0,1,0,0,1,0,0,0,1
"3489",16162,173312,17331203,13,3,480,602,1082,0,1,0,1,0,0,0,1,0,0,1
"3490",16164,173312,17331202,11,17,472,478,950,0,1,0,1,1,0,0,1,0,1,0
"3491",16165,166203,16620303,5,34,398,418,816,0,1,0,1,0,1,1,0,0,0,1
"3492",16166,166203,16620303,5,5,403,444,847,0,1,0,1,0,0,1,0,0,0,1
"3493",16168,180344,18034404,13,7,437,494,931,0,1,0,1,1,0,1,0,1,0,0
"3494",16169,180344,18034402,0,3,421,439,860,1,0,1,1,0,1,1,0,0,0,1
"3495",16170,180344,18034401,5,3,427,444,871,0,0,1,1,0,1,1,0,0,1,0
"3496",16171,208501,20850103,12,13,436,454,890,1,1,0,1,0,0,0,1,1,0,0
"3497",16172,180344,18034403,11,1,461,547,1008,0,1,0,1,0,1,1,0,0,0,1
"3498",16173,203457,20345702,9,45,442,494,936,1,1,0,1,1,0,0,1,0,0,1
"3499",16174,203457,20345703,15,11,448,484,932,0,1,0,1,0,0,0,1,1,0,0
"3500",16175,203452,20345204,5,6,447,473,920,1,1,0,1,0,0,0,1,0,0,1
"3501",16176,205492,20549202,3,22,468,494,962,1,1,0,1,0,0,0,0,1,0,0
"3502",16178,189382,18938201,17,8,436,463,899,0,1,0,1,1,0,0,0,1,0,0
"3503",16179,189378,18937803,5,5,427,473,900,1,1,0,1,1,1,0,1,0,0,1
"3504",16180,189396,18939602,4,7,408,494,902,0,1,0,1,0,0,0,1,0,1,0
"3505",16181,189382,18938203,14,14,458,513,971,0,1,0,1,1,0,0,0,0,0,1
"3506",16182,189378,18937801,17,15,430,520,950,0,1,0,1,1,0,0,1,0,1,0
"3507",16184,218562,21856204,0,12,425,478,903,0,1,0,1,0,1,1,0,0,1,0
"3508",16185,168211,16821105,14,20,413,418,831,0,1,0,1,0,1,0,1,0,0,1
"3509",16186,123056,12305602,6,9,453,520,973,1,1,0,1,1,0,0,1,1,0,0
"3510",16187,189382,18938204,7,8,460,484,944,0,1,0,1,1,0,0,0,1,0,0
"3511",16188,189378,18937803,5,21,431,459,890,1,1,0,1,1,1,0,1,0,0,1
"3512",16189,189382,18938203,14,6,627,576,1203,1,1,0,1,1,0,0,0,0,0,1
"3513",16190,189396,18939603,12,12,424,423,847,1,1,0,1,0,1,0,1,0,0,1
"3514",16191,189378,18937802,2,27,430,468,898,0,1,0,1,0,1,0,1,1,0,0
"3515",16192,189382,18938204,7,28,402,439,841,1,1,0,1,1,0,0,0,1,0,0
"3516",16193,189382,18938203,14,1,451,602,1053,0,1,0,1,1,0,0,0,0,0,1
"3517",16195,218562,21856202,8,18,402,454,856,1,1,0,1,1,0,1,0,0,0,1
"3518",16196,218562,21856202,8,2,490,602,1092,1,1,0,1,1,0,1,0,0,0,1
"3519",16197,205489,20548904,10,11,447,489,936,0,1,0,1,0,0,0,0,1,0,0
"3520",16200,189382,18938203,14,1,445,468,913,0,1,0,1,1,0,0,0,0,0,1
"3521",16201,191411,19141101,8,1,436,547,983,0,1,0,1,1,0,0,1,1,0,0
"3522",16202,191411,19141102,8,1,422,454,876,0,1,0,1,1,0,0,1,0,0,1
"3523",16203,191411,19141102,8,36,398,423,821,1,1,0,1,1,1,0,1,0,0,1
"3524",16204,170295,17029502,14,8,445,500,945,1,1,0,1,0,0,0,1,0,0,1
"3525",16205,230612,23061201,6,4,436,602,1038,1,1,0,1,0,1,0,1,0,0,1
"3526",16206,170295,17029502,14,12,425,439,864,0,1,0,1,0,1,0,1,0,0,1
"3527",16207,170295,17029502,14,9,427,412,839,1,1,0,1,0,1,0,1,0,0,1
"3528",16208,215533,21553303,6,2,414,439,853,0,0,1,1,1,1,0,1,1,0,0
"3529",16210,201449,20144906,7,7,465,528,993,0,1,0,1,0,0,0,1,1,0,0
"3530",16211,201449,20144901,4,11,468,528,996,0,1,0,1,1,0,0,1,1,0,0
"3531",16212,162184,16218401,4,2,403,484,887,0,1,0,1,0,1,0,1,0,1,0
"3532",16213,203452,20345203,19,8,442,459,901,0,1,0,1,0,1,0,1,1,0,0
"3533",16214,203452,20345203,19,5,440,459,899,0,1,0,1,0,0,0,1,1,0,0
"3534",16216,203452,20345205,20,33,403,418,821,0,1,0,1,0,1,0,1,0,1,0
"3535",16217,203457,20345701,12,11,456,494,950,0,1,0,1,1,0,0,1,0,1,0
"3536",16218,203452,20345205,20,14,443,463,906,0,1,0,1,0,0,0,1,0,1,0
"3537",16219,205492,20549203,24,2,410,506,916,1,0,1,1,1,0,0,0,0,1,0
"3538",16220,161183,16118302,10,24,518,463,981,1,1,0,1,1,0,0,1,0,0,1
"3539",16221,161183,16118306,16,15,514,602,1116,0,1,0,1,0,0,0,1,1,0,0
"3540",16222,161176,16117604,6,40,413,449,862,1,1,0,1,0,0,0,1,1,0,0
"3541",16223,205488,20548801,0,8,447,454,901,0,1,0,1,0,0,0,0,0,0,1
"3542",16224,205489,20548904,10,6,485,536,1021,0,1,0,1,0,0,0,0,1,0,0
"3543",16226,130085,13008503,8,13,414,405,819,0,1,0,1,1,1,0,0,0,0,1
"3544",16227,205488,20548802,12,10,436,520,956,1,1,0,1,0,0,0,0,0,1,0
"3545",16228,205492,20549204,3,10,411,439,850,0,0,1,1,0,1,0,0,1,0,0
"3546",16229,205491,20549102,15,2,434,478,912,0,1,0,1,0,0,0,0,1,0,0
"3547",16230,203452,20345204,5,11,419,468,887,1,1,0,1,0,0,0,1,0,0,1
"3548",16231,257899,25789903,8,15,414,423,837,0,1,0,1,0,0,0,1,1,0,0
"3549",16232,234628,23462805,8,23,419,506,925,0,1,0,1,0,0,0,1,0,1,0
"3550",16233,128079,12807901,8,27,384,429,813,1,1,0,1,0,0,0,1,0,1,0
"3551",16234,128068,12806802,1,16,440,489,929,0,1,0,1,0,0,0,1,0,1,0
"3552",16235,205489,20548903,3,2,403,484,887,0,1,0,1,0,0,0,0,0,0,1
"3553",16236,130085,13008501,22,8,424,478,902,0,1,0,1,1,0,0,0,0,1,0
"3554",16237,128076,12807603,7,27,403,439,842,0,1,0,1,0,0,0,0,0,0,1
"3555",16238,212522,21252203,21,30,403,418,821,0,1,0,1,0,1,1,0,1,0,0
"3556",16239,128079,12807903,8,17,554,559,1113,0,1,0,1,0,0,0,1,1,0,0
"3557",16240,161183,16118304,10,5,448,489,937,1,1,0,1,1,1,0,1,0,0,1
"3558",16241,205492,20549203,24,2,411,536,947,1,0,1,1,1,1,0,0,0,1,0
"3559",16242,205488,20548801,0,5,402,439,841,1,1,0,1,0,0,0,0,0,0,1
"3560",16243,205490,20549001,3,3,413,429,842,1,0,1,1,0,1,1,0,1,0,0
"3561",16244,128068,12806802,1,18,388,423,811,1,1,0,1,0,1,0,1,0,1,0
"3562",16245,205490,20549003,12,24,402,423,825,1,0,1,1,0,1,1,0,0,1,0
"3563",16246,128076,12807601,0,5,418,463,881,1,1,0,1,0,0,0,0,1,0,0
"3564",16247,128079,12807902,8,10,433,478,911,0,1,0,1,0,0,0,1,0,0,1
"3565",16248,205490,20549002,11,13,395,405,800,0,0,1,1,0,1,1,0,0,0,1
"3566",16249,208503,20850301,8,17,414,484,898,1,1,0,1,1,0,0,1,0,1,0
"3567",16250,208501,20850104,5,6,408,444,852,1,1,0,1,0,1,0,1,1,0,0
"3568",16251,208503,20850302,8,19,427,513,940,1,1,0,1,1,0,0,1,1,0,0
"3569",16252,208501,20850102,12,5,414,484,898,0,1,0,1,1,0,0,1,0,0,1
"3570",16254,208503,20850303,3,38,413,418,831,1,1,0,1,1,0,0,1,0,0,1
"3571",16255,208503,20850301,8,13,418,478,896,0,1,0,1,1,0,0,1,0,1,0
"3572",16256,208501,20850103,12,11,436,468,904,0,1,0,1,0,0,0,1,1,0,0
"3573",16259,259915,25991501,11,11,391,468,859,0,1,0,1,1,0,0,1,1,0,0
"3574",16260,221571,22157102,3,23,397,412,809,0,1,0,1,0,0,0,1,1,0,0
"3575",16261,259915,25991502,15,37,437,559,996,0,1,0,1,0,0,0,1,0,0,1
"3576",16262,193423,19342303,12,15,431,513,944,0,1,0,1,1,1,0,1,0,0,1
"3577",16263,209510,20951003,13,0,463,489,952,0,1,0,1,0,0,0,1,0,0,1
"3578",16266,208501,20850103,12,9,422,494,916,1,1,0,1,0,0,0,1,1,0,0
"3579",16267,208501,20850104,5,3,467,506,973,1,1,0,1,0,1,0,1,1,0,0
"3580",16268,259915,25991501,11,41,408,449,857,1,1,0,1,1,1,0,1,1,0,0
"3581",16269,208501,20850103,12,3,447,494,941,0,1,0,1,0,1,0,1,1,0,0
"3582",16271,230612,23061202,4,13,460,520,980,0,1,0,1,0,1,0,1,1,0,0
"3583",16272,209510,20951003,13,12,455,478,933,1,1,0,1,0,1,0,1,0,0,1
"3584",16273,209510,20951002,3,11,436,434,870,0,1,0,1,0,0,0,1,0,0,1
"3585",16274,209510,20951005,15,15,410,494,904,0,1,0,1,0,0,0,1,1,0,0
"3586",16277,212522,21252203,21,4,403,429,832,1,1,0,1,0,0,1,0,1,0,0
"3587",16278,264945,26494504,5,3,450,520,970,1,1,0,1,0,0,0,0,1,0,0
"3588",16279,218562,21856202,8,6,397,429,826,1,1,0,1,1,1,1,0,0,0,1
"3589",16280,228606,22860604,14,19,470,576,1046,0,1,0,1,0,0,0,1,1,0,0
"3590",16281,215533,21553306,0,9,458,547,1005,0,1,0,1,0,0,0,1,0,1,0
"3591",16282,215533,21553301,3,6,458,506,964,0,1,0,1,0,0,0,1,0,0,1
"3592",16283,193423,19342304,13,2,425,449,874,1,1,0,1,1,1,0,1,0,1,0
"3593",16284,216536,21653601,2,22,419,459,878,1,1,0,1,0,0,0,1,0,1,0
"3594",16285,159171,15917102,8,9,437,484,921,1,1,0,1,1,1,0,1,1,0,0
"3595",16286,259915,25991502,15,28,439,478,917,0,1,0,1,0,1,0,1,0,0,1
"3596",16287,159171,15917103,10,9,487,559,1046,0,1,0,1,0,1,0,1,0,1,0
"3597",16288,159171,15917101,10,15,458,473,931,0,0,1,1,0,1,0,1,0,0,1
"3598",16289,159171,15917102,8,5,448,520,968,0,1,0,1,1,0,0,1,1,0,0
"3599",16290,159171,15917101,10,8,458,500,958,1,1,0,1,0,1,0,1,0,0,1
"3600",16291,193423,19342302,12,2,445,520,965,1,1,0,1,0,0,0,1,1,0,0
"3601",16292,159171,15917103,10,13,476,547,1023,0,1,0,1,0,0,0,1,0,1,0
"3602",16293,159171,15917105,16,14,503,547,1050,0,1,0,1,1,0,0,1,0,1,0
"3603",16294,180344,18034401,5,7,424,468,892,1,1,0,1,0,0,1,0,0,1,0
"3604",16295,180344,18034402,0,11,436,489,925,0,1,0,1,0,0,1,0,0,0,1
"3605",16297,193423,19342301,6,7,468,489,957,0,1,0,1,0,1,0,1,1,0,0
"3606",16298,215533,21553303,6,1,450,500,950,0,1,0,1,1,0,0,1,1,0,0
"3607",16300,159171,15917103,10,8,500,494,994,0,0,1,1,0,1,0,1,0,1,0
"3608",16302,159171,15917103,10,7,605,576,1181,0,1,0,1,0,0,0,1,0,1,0
"3609",16304,193422,19342203,11,10,463,559,1022,1,1,0,1,0,0,0,1,0,1,0
"3610",16305,193423,19342302,12,24,421,418,839,0,1,0,1,0,1,0,1,1,0,0
"3611",16306,170295,17029502,14,9,442,494,936,0,1,0,1,0,0,0,1,0,0,1
"3612",16307,221571,22157105,7,8,372,418,790,1,1,0,1,0,0,0,1,0,0,1
"3613",16308,221571,22157104,21,8,405,384,789,1,1,0,1,0,0,0,1,1,0,0
"3614",16309,221571,22157103,13,0,382,423,805,1,1,0,1,1,0,0,1,0,1,0
"3615",16310,221571,22157104,21,10,405,375,780,0,0,1,1,0,1,0,1,1,0,0
"3616",16312,221574,22157402,8,4,411,468,879,1,1,0,1,1,0,0,1,0,0,1
"3617",16313,209510,20951004,10,5,455,528,983,0,1,0,1,0,0,0,1,1,0,0
"3618",16314,221571,22157101,3,5,436,494,930,0,1,0,0,0,1,0,1,0,1,0
"3619",16315,221571,22157105,7,6,402,365,767,1,1,0,1,0,0,0,1,0,0,1
"3620",16317,209510,20951002,3,3,376,444,820,1,1,0,1,0,1,0,1,0,0,1
"3621",16318,221574,22157403,8,3,428,506,934,0,1,0,1,1,0,0,1,1,0,0
"3622",16320,225585,22558501,13,0,443,536,979,1,1,0,1,1,1,0,1,0,1,0
"3623",16321,225585,22558504,13,24,416,528,944,1,1,0,1,1,1,0,1,0,0,1
"3624",16322,225585,22558502,15,6,436,500,936,1,1,0,1,0,0,0,1,1,0,0
"3625",16325,225585,22558502,15,7,430,473,903,0,1,0,1,0,0,0,1,1,0,0
"3626",16326,225585,22558503,13,23,465,602,1067,0,1,0,0,0,0,0,1,0,1,0
"3627",16327,162184,16218402,5,13,408,454,862,1,1,0,1,1,1,0,1,0,0,1
"3628",16328,231616,23161602,9,13,398,454,852,1,1,0,1,1,0,0,1,1,0,0
"3629",16329,231616,23161601,12,2,428,559,987,1,1,0,1,0,0,0,1,0,0,1
"3630",16330,261927,26192701,11,10,461,478,939,0,1,0,1,1,0,0,1,0,0,1
"3631",16332,261927,26192701,11,5,431,500,931,0,1,0,1,1,0,0,1,0,0,1
"3632",16333,261927,26192704,11,9,461,478,939,0,1,0,1,1,0,0,1,0,1,0
"3633",16334,261927,26192701,11,10,395,489,884,1,1,0,1,1,1,0,1,0,0,1
"3634",16335,162184,16218403,6,5,402,449,851,1,1,0,1,1,0,0,1,1,0,0
"3635",16336,261927,26192703,3,19,424,536,960,1,1,0,1,0,0,0,1,1,0,0
